user_id,name,party
44608858,Marc Henrichmann,CDU
819914159915667456,Stephan Pilsinger,CSU
1391875208,Markus Alexander Uhl,CDU
2317202160,Ulrich Ronald Freese,SPD
569832889,Sigmar Hartmut Gabriel,SPD
77928749,Frank Michael Junge,SPD
21618829,Josephine Loulou Ortleb,SPD
814970546366611457,Joana Eleonora Cotar,AfD
3242322815,Thomas Ehrhorn,AfD
